Income.Group,Region,Country,Year,Urbanr,AgingPopr,FemLabr,Unemployr,GDPgr,GDPpcapr,FDIGDPr,FDIusdr,HDIr,LEIr,IncIr,EduIr,EPIr,EFIr,ESGcompr
Upper middle income,Latin America & Caribbean,Costa Rica,2001, 120.80 , 123.91 , 122.34 , 109.26 , 98.24 , 215.44 , 137.35 , 345.03 , 109.01 , 103.50 , 105.69 , 118.22 , 109.03 , 99.41 , 105.39 
Upper middle income,Latin America & Caribbean,Costa Rica,2002, 123.60 , 128.26 , 122.70 , 116.67 , 92.65 , 219.81 , 154.01 , 368.35 , 109.47 , 103.74 , 106.15 , 119.01 , 109.29 , 99.26 , 105.60 
Upper middle income,Latin America & Caribbean,Costa Rica,2003, 126.20 , 130.43 , 123.40 , 122.22 , 119.77 , 225.54 , 158.29 , 387.84 , 109.92 , 103.97 , 106.77 , 119.80 , 110.31 , 98.53 , 105.82 
Upper middle income,Latin America & Caribbean,Costa Rica,2004, 128.80 , 134.78 , 121.28 , 118.52 , 122.05 , 239.51 , 205.58 , 546.92 , 110.53 , 104.21 , 107.54 , 120.59 , 107.99 , 97.65 , 105.21 
Upper middle income,Latin America & Caribbean,Costa Rica,2005, 131.40 , 139.13 , 127.30 , 122.22 , 108.94 , 254.22 , 269.37 , 859.84 , 111.15 , 104.44 , 108.15 , 121.39 , 107.61 , 97.21 , 105.18 
Upper middle income,Latin America & Caribbean,Costa Rica,2006, 133.80 , 141.30 , 128.01 , 105.56 , 203.70 , 284.08 , 280.07 , 986.32 , 112.06 , 104.67 , 109.69 , 122.57 , 108.52 , 96.91 , 105.69 
Upper middle income,Latin America & Caribbean,Costa Rica,2007, 136.40 , 145.65 , 129.43 , 83.33 , 229.88 , 331.61 , 294.59 ," 1,129.59 ", 113.28 , 104.91 , 111.23 , 124.36 , 107.87 , 94.12 , 105.07 
Upper middle income,Latin America & Caribbean,Costa Rica,2008, 138.80 , 150.00 , 131.21 , 88.89 , 130.86 , 374.61 , 279.71 ," 1,396.20 ", 114.50 , 105.14 , 112.15 , 127.13 , 104.88 , 94.41 , 104.92 
Upper middle income,Latin America & Caribbean,Costa Rica,2009, 141.20 , 154.35 , 133.33 , 142.59 , (127.32), 369.22 , 185.69 , 835.61 , 114.66 , 105.37 , 111.38 , 128.71 , 103.85 , 97.65 , 105.84 
Upper middle income,Latin America & Caribbean,Costa Rica,2010, 143.40 , 158.70 , 132.62 , 133.33 , 139.37 , 444.67 , 179.85 , 990.78 , 115.11 , 105.61 , 112.15 , 128.71 , 105.02 , 96.91 , 106.03 
Upper middle income,Latin America & Caribbean,Costa Rica,2011, 145.80 , 163.04 , 134.40 , 187.04 , 121.22 , 498.19 , 227.32 ," 1,451.51 ", 117.25 , 105.84 , 112.92 , 135.05 , 105.55 , 98.97 , 107.66 
Upper middle income,Latin America & Caribbean,Costa Rica,2012, 147.80 , 169.57 , 140.43 , 181.48 , 135.01 , 541.41 , 203.93 ," 1,123.90 ", 118.17 , 106.19 , 113.69 , 136.44 , 107.27 , 100.00 , 108.74 
Upper middle income,Latin America & Caribbean,Costa Rica,2013, 150.00 , 176.09 , 140.43 , 162.96 , 63.86 , 572.91 , 226.49 ," 1,497.16 ", 118.63 , 106.43 , 113.85 , 137.82 , 109.08 , 98.53 , 108.91 
Upper middle income,Latin America & Caribbean,Costa Rica,2014, 151.80 , 182.61 , 139.36 , 168.52 , 98.94 , 576.03 , 225.31 ," 1,756.70 ", 119.85 , 106.78 , 114.31 , 141.19 , 112.03 , 98.38 , 110.07 
Upper middle income,Latin America & Caribbean,Costa Rica,2015, 153.80 , 189.13 , 139.36 , 166.67 , 102.21 , 617.10 , 189.65 ," 1,584.36 ", 120.00 , 107.01 , 114.77 , 140.59 , 112.34 , 98.82 , 110.33 
Upper middle income,Latin America & Caribbean,Costa Rica,2016, 155.40 , 195.65 , 134.75 , 159.26 , 119.50 , 637.16 , 161.14 ," 1,326.08 ", 120.46 , 107.36 , 115.54 , 141.19 , 112.04 , 99.12 , 110.59 
Upper middle income,Latin America & Caribbean,Costa Rica,2017, 157.20 , 202.17 , 135.11 , 150.00 , 108.64 , 645.25 , 171.65 ," 1,610.47 ", 120.92 , 107.71 , 115.85 , 141.78 , 110.20 , 95.59 , 109.16 
Upper middle income,Latin America & Caribbean,Costa Rica,2018, 158.60 , 206.52 , 137.94 , 177.78 , 74.88 , 661.50 , 160.43 ," 1,361.06 ", 121.22 , 108.06 , 116.15 , 141.78 , 110.35 , 96.47 , 109.59 
Upper middle income,Latin America & Caribbean,Costa Rica,2019, 160.20 , 215.22 , 138.30 , 220.37 , 58.65 , 668.40 , 142.54 ," 1,546.88 ",  NA  ,  NA  ,  NA  ,  NA  , 110.61 , 96.03 ,  NA  
High income,Europe & Central Asia,Cyprus,1990, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
High income,Europe & Central Asia,Cyprus,1991, 100.60 , 100.00 , 100.52 , 100.00 , 9.99 , 100.57 , 62.62 , 55.05 , 100.27 , 100.34 , 99.76 , 101.28 , 100.00 , 100.00 , 100.17 
High income,Europe & Central Asia,Cyprus,1992, 101.20 , 100.00 , 102.35 , 100.00 , 126.96 , 117.31 , 68.64 , 76.01 , 100.96 , 100.57 , 100.85 , 101.83 , 100.00 , 100.00 , 100.46 
High income,Europe & Central Asia,Cyprus,1993, 101.50 , 101.01 , 100.78 , 128.57 , 9.45 , 109.17 , 55.90 , 58.32 , 106.02 , 100.80 , 100.49 , 117.95 , 100.00 , 100.00 , 102.27 
High income,Europe & Central Asia,Cyprus,1994, 101.65 , 101.01 , 103.39 , 147.62 , 79.69 , 120.50 , 44.70 , 56.61 , 106.57 , 101.03 , 101.10 , 118.68 , 100.00 , 100.00 , 102.49 
High income,Europe & Central Asia,Cyprus,1995, 101.80 , 102.02 , 102.09 , 180.95 , 112.95 , 158.29 , 108.09 , 186.38 , 107.11 , 101.38 , 101.10 , 119.96 , 100.00 , 100.00 , 102.70 
High income,Europe & Central Asia,Cyprus,1996, 102.10 , 102.02 , 102.61 , 200.00 , 16.86 , 157.02 , 103.10 , 162.73 , 107.52 , 101.61 , 101.10 , 121.25 , 99.78 , 100.00 , 102.84 
High income,Europe & Central Asia,Cyprus,1997, 102.25 , 102.02 , 105.48 , 219.05 , 35.67 , 147.63 , 252.76 , 424.98 , 107.93 , 101.84 , 101.22 , 122.34 , 99.15 , 100.30 , 102.98 
High income,Europe & Central Asia,Cyprus,1998, 102.40 , 102.02 , 105.48 , 247.62 , 82.53 , 156.54 , 148.82 , 225.08 , 109.03 , 102.07 , 103.66 , 122.89 , 99.17 , 100.74 , 103.65 
High income,Europe & Central Asia,Cyprus,1999, 102.54 , 103.03 , 105.22 , 271.43 , 67.50 , 158.56 , 342.00 , 516.65 , 109.03 , 102.30 , 102.68 , 123.44 , 99.80 , 100.15 , 103.54 
High income,Europe & Central Asia,Cyprus,2000, 102.69 , 103.03 , 106.27 , 238.10 , 80.57 , 149.23 , 378.03 , 559.51 , 109.30 , 102.53 , 103.05 , 123.81 , 101.49 , 99.26 , 103.77 
High income,Europe & Central Asia,Cyprus,2001, 102.99 , 104.04 , 109.14 , 190.48 , 53.38 , 153.72 , 401.22 , 570.02 , 110.12 , 102.76 , 103.78 , 125.27 , 105.72 , 104.87 , 106.80 
High income,Europe & Central Asia,Cyprus,2002, 102.84 , 105.05 , 110.18 , 157.14 , 50.28 , 166.91 , 426.67 , 455.13 , 111.35 , 102.99 , 104.63 , 128.39 , 107.86 , 107.83 , 108.75 
High income,Europe & Central Asia,Cyprus,2003, 102.69 , 106.06 , 110.70 , 195.24 , 35.43 , 210.05 , 275.67 , 260.97 , 112.45 , 103.22 , 105.12 , 131.50 , 108.31 , 108.27 , 109.47 
High income,Europe & Central Asia,Cyprus,2004, 102.40 , 107.07 , 109.92 , 204.76 , 67.89 , 246.77 , 285.25 , 333.62 , 113.00 , 103.45 , 105.49 , 132.60 , 109.89 , 109.45 , 110.41 
High income,Europe & Central Asia,Cyprus,2005, 102.25 , 109.09 , 109.14 , 252.38 , 65.55 , 258.87 , 278.36 , 503.44 , 113.54 , 103.68 , 106.22 , 133.52 , 119.36 , 106.20 , 111.73 
High income,Europe & Central Asia,Cyprus,2006, 101.95 , 110.10 , 110.97 , 214.29 , 63.67 , 277.23 , 411.80 , 798.25 , 114.36 , 103.91 , 106.71 , 135.53 , 126.30 , 106.06 , 113.55 
High income,Europe & Central Asia,Cyprus,2007, 101.80 , 111.11 , 113.05 , 185.71 , 68.86 , 324.06 , 422.75 , 845.69 , 115.46 , 104.14 , 107.07 , 138.28 , 126.68 , 105.91 , 114.00 
High income,Europe & Central Asia,Cyprus,2008, 101.50 , 112.12 , 114.62 , 176.19 , 49.25 , 367.13 ," 1,950.20 "," (1,797.96)", 116.55 , 104.48 , 108.05 , 140.66 , 131.75 , 105.32 , 115.42 
High income,Europe & Central Asia,Cyprus,2009, 101.35 , 113.13 , 116.71 , 257.14 , (127.22), 333.03 ," 11,000.20 "," 2,454.59 ", 116.83 , 104.71 , 106.71 , 143.04 , 136.27 , 104.58 , 116.26 
High income,Europe & Central Asia,Cyprus,2010, 101.20 , 115.15 , 118.28 , 300.00 , 27.21 , 321.77 ," 5,325.26 ", (658.81), 116.28 , 105.06 , 106.71 , 140.48 , 138.95 , 104.73 , 116.66 
High income,Europe & Central Asia,Cyprus,2011, 100.90 , 118.18 , 118.28 , 376.19 , 5.42 , 336.01 ," 6,479.20 "," (5,776.68)", 116.69 , 105.40 , 106.95 , 141.21 , 141.88 , 108.27 , 118.61 
High income,Europe & Central Asia,Cyprus,2012, 100.75 , 120.20 , 117.75 , 561.90 , (146.55), 299.87 ," 12,370.16 "," (4,422.61)", 116.55 , 105.75 , 105.49 , 142.31 , 145.62 , 106.06 , 118.67 
High income,Europe & Central Asia,Cyprus,2013, 100.45 , 123.23 , 118.02 , 757.14 , (188.51), 287.60 ," 4,797.44 "," (3,283.69)", 116.83 , 106.09 , 104.27 , 144.32 , 147.50 , 101.92 , 117.85 
High income,Europe & Central Asia,Cyprus,2014, 100.30 , 126.26 , 120.10 , 766.67 , (125.17), 281.38 ," 9,878.49 "," (11,830.04)", 117.10 , 106.44 , 104.39 , 145.24 , 147.21 , 99.85 , 117.32 
High income,Europe & Central Asia,Cyprus,2015, 100.15 , 129.29 , 121.15 , 709.52 , 45.58 , 242.01 ," 6,465.64 "," (12,625.19)", 118.19 , 106.67 , 105.73 , 146.70 , 148.24 , 100.30 , 118.12 
High income,Europe & Central Asia,Cyprus,2016, 100.15 , 132.32 , 120.63 , 614.29 , 91.12 , 254.45 ," 1,798.43 "," 1,709.57 ", 118.88 , 107.01 , 105.85 , 148.53 , 146.10 , 101.48 , 118.32 
High income,Europe & Central Asia,Cyprus,2017, 100.00 , 135.35 , 120.63 , 528.57 , 58.90 , 273.18 ," 3,581.27 "," 1,343.62 ", 119.15 , 107.24 , 106.34 , 148.53 , 145.19 , 100.30 , 117.87 
High income,Europe & Central Asia,Cyprus,2018, 100.00 , 138.38 , 120.10 , 400.00 , 54.79 , 297.56 , 921.09 ," 6,957.14 ", 119.43 , 107.59 , 106.83 , 148.53 , 145.65 , 100.15 , 118.07 
High income,Europe & Central Asia,Cyprus,2019, 100.00 , 141.41 , 120.37 , 347.62 , 43.63 , 288.94 ," 4,285.71 "," 8,312.34 ",  NA  ,  NA  ,  NA  ,  NA  , 146.14 , 100.59 ,  NA  
High income,Europe & Central Asia,Denmark,1990, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
High income,Europe & Central Asia,Denmark,1991, 100.12 , 100.00 , 100.86 , 100.00 , 94.47 , 100.45 , 136.17 , (85.54), 100.63 , 100.24 , 100.23 , 101.45 , 100.00 , 100.00 , 100.25 
High income,Europe & Central Asia,Denmark,1992, 100.12 , 99.36 , 101.30 , 98.90 , 132.66 , 109.96 , 81.24 , (348.10), 101.25 , 100.47 , 100.46 , 102.61 , 100.00 , 100.00 , 100.47 
High income,Europe & Central Asia,Denmark,1993, 100.12 , 99.36 , 101.08 , 117.58 , 0.72 , 102.63 , 146.06 , 197.05 , 102.00 , 100.71 , 100.57 , 104.78 , 100.00 , 100.00 , 100.80 
High income,Europe & Central Asia,Denmark,1994, 100.24 , 98.72 , 98.92 , 87.91 , 361.46 , 111.54 , 391.46 , 341.20 , 103.13 , 100.95 , 101.37 , 107.10 , 100.00 , 100.00 , 101.26 
High income,Europe & Central Asia,Denmark,1995, 100.24 , 97.44 , 97.62 , 76.92 , 205.23 , 131.46 , 273.22 , 434.42 , 104.01 , 101.30 , 101.94 , 108.84 , 100.00 , 100.00 , 101.62 
High income,Europe & Central Asia,Denmark,1996, 100.24 , 97.44 , 98.06 , 74.73 , 196.58 , 132.57 , 50.34 , (496.17), 104.76 , 101.66 , 102.29 , 110.58 , 99.88 , 100.00 , 101.91 
High income,Europe & Central Asia,Denmark,1997, 100.24 , 96.79 , 98.27 , 59.34 , 221.04 , 122.11 , 196.44 , (446.50), 105.51 , 102.01 , 102.74 , 112.17 , 100.06 , 100.30 , 102.38 
High income,Europe & Central Asia,Denmark,1998, 100.35 , 96.15 , 100.00 , 54.95 , 150.36 , 124.08 , 460.50 , 802.70 , 106.26 , 102.37 , 103.20 , 113.62 , 100.11 , 100.30 , 102.70 
High income,Europe & Central Asia,Denmark,1999, 100.35 , 95.51 , 99.78 , 56.04 , 199.83 , 124.35 ," 1,156.02 ", (277.41), 107.76 , 102.84 , 103.66 , 117.25 , 100.65 , 101.19 , 103.70 
High income,Europe & Central Asia,Denmark,2000, 100.35 , 95.51 , 100.43 , 49.45 , 253.98 , 114.32 ," 2,678.88 "," 2,280.05 ", 108.01 , 103.31 , 104.00 , 117.25 , 104.09 , 101.49 , 104.89 
High income,Europe & Central Asia,Denmark,2001, 100.47 , 95.51 , 100.65 , 46.15 , 55.80 , 114.35 , 688.12 ," (1,104.62)", 109.64 , 103.67 , 104.23 , 122.03 , 104.78 , 101.49 , 105.78 
High income,Europe & Central Asia,Denmark,2002, 100.59 , 95.51 , 100.22 , 47.25 , 31.61 , 123.57 , 302.87 , 608.74 , 110.51 , 104.14 , 104.34 , 124.35 , 107.89 , 105.65 , 108.20 
High income,Europe & Central Asia,Denmark,2003, 100.71 , 95.51 , 100.00 , 59.34 , 26.44 , 150.45 , 66.34 , 193.84 , 111.89 , 104.62 , 104.34 , 128.26 , 108.78 , 108.77 , 109.88 
High income,Europe & Central Asia,Denmark,2004, 100.94 , 96.15 , 100.43 , 57.14 , 180.87 , 172.96 , (527.68), 421.57 , 112.39 , 104.97 , 105.03 , 128.84 , 110.56 , 107.58 , 110.29 
High income,Europe & Central Asia,Denmark,2005, 101.30 , 97.44 , 100.86 , 52.75 , 158.39 , 181.47 , 593.18 ," (1,177.24)", 113.02 , 105.44 , 105.49 , 129.71 , 114.51 , 111.89 , 112.87 
High income,Europe & Central Asia,Denmark,2006, 101.53 , 98.72 , 101.30 , 42.86 , 265.24 , 193.47 , 102.96 ," (1,603.66)", 113.27 , 105.92 , 106.06 , 128.99 , 109.84 , 112.04 , 111.64 
High income,Europe & Central Asia,Denmark,2007, 101.77 , 100.64 , 101.30 , 41.76 , 61.63 , 217.49 , 451.46 ," (1,577.54)", 113.14 , 106.51 , 106.06 , 128.12 , 108.36 , 114.41 , 111.86 
High income,Europe & Central Asia,Denmark,2008, 102.00 , 102.56 , 101.30 , 37.36 , (134.71), 239.19 , 75.72 ," (4,728.72)", 113.77 , 107.10 , 105.94 , 130.00 , 108.36 , 117.68 , 113.07 
High income,Europe & Central Asia,Denmark,2009, 102.24 , 104.49 , 101.73 , 65.93 , (432.59), 216.29 , 143.35 , (682.76), 113.39 , 107.57 , 105.03 , 129.13 , 109.57 , 118.28 , 113.40 
High income,Europe & Central Asia,Denmark,2010, 102.36 , 107.05 , 101.73 , 82.42 , 126.83 , 215.84 , (546.27)," (3,197.50)", 113.89 , 108.17 , 105.37 , 129.71 , 110.44 , 115.75 , 113.17 
High income,Europe & Central Asia,Denmark,2011, 102.59 , 108.97 , 102.16 , 83.52 , 90.61 , 229.64 , 481.30 , 224.51 , 115.39 , 108.76 , 105.60 , 133.91 , 112.60 , 116.79 , 114.72 
High income,Europe & Central Asia,Denmark,2012, 102.71 , 112.18 , 102.38 , 82.42 , 15.35 , 217.57 , (710.27)," (1,545.69)", 115.64 , 109.11 , 105.60 , 134.06 , 115.37 , 113.22 , 114.61 
High income,Europe & Central Asia,Denmark,2013, 102.95 , 115.38 , 102.81 , 76.92 , 63.27 , 227.55 , 24.18 ," (1,807.55)", 115.89 , 109.59 , 105.83 , 134.20 , 114.76 , 113.08 , 114.52 
High income,Europe & Central Asia,Denmark,2014, 103.07 , 119.23 , 102.16 , 72.53 , 109.77 , 232.60 , 227.53 , (954.69), 116.15 , 109.82 , 106.06 , 134.35 , 116.89 , 113.08 , 115.22 
High income,Europe & Central Asia,Denmark,2015, 103.18 , 121.79 , 101.73 , 68.13 , 158.79 , 198.04 , 74.67 ," (1,544.35)", 115.89 , 110.06 , 106.29 , 133.04 , 121.31 , 113.37 , 116.47 
High income,Europe & Central Asia,Denmark,2016, 103.30 , 124.36 , 102.38 , 68.13 , 220.03 , 203.28 , 304.35 ," (2,910.02)", 116.15 , 110.30 , 106.51 , 133.33 , 121.37 , 111.89 , 116.19 
High income,Europe & Central Asia,Denmark,2017, 103.54 , 126.28 , 102.38 , 62.64 , 138.02 , 212.49 , 125.18 ," (1,526.52)", 116.27 , 110.53 , 106.74 , 133.33 , 121.63 , 111.59 , 116.25 
High income,Europe & Central Asia,Denmark,2018, 103.66 , 126.92 , 102.38 , 54.95 , 162.10 , 228.29 , 40.04 , 282.57 , 116.40 , 110.65 , 106.86 , 133.33 , 121.74 , 113.82 , 116.94 
High income,Europe & Central Asia,Denmark,2019, 103.77 , 128.21 , 102.38 , 53.85 , 160.37 , 222.46 , (374.95)," (4,375.16)",  NA  ,  NA  ,  NA  ,  NA  , 121.97 , 113.97 ,  NA  
Upper middle income,Latin America & Caribbean,Dominican Republic,1990, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
Upper middle income,Latin America & Caribbean,Dominican Republic,1991, 100.54 , 102.70 , 99.67 , 100.00 , 117.31 , 135.02 , 79.34 , 109.19 , 100.67 , 100.70 , 99.67 , 101.65 , 100.00 , 100.00 , 100.30 
Upper middle income,Latin America & Caribbean,Dominican Republic,1992, 101.09 , 105.41 , 102.31 , 101.61 , 305.73 , 154.59 , 84.29 , 135.32 , 102.19 , 101.39 , 102.17 , 103.30 , 100.00 , 100.00 , 101.05 
Upper middle income,Latin America & Caribbean,Dominican Republic,1993, 101.45 , 108.11 , 103.96 , 103.23 , 235.02 , 174.81 , 77.65 , 142.55 , 103.37 , 102.09 , 103.01 , 104.95 , 100.00 , 100.00 , 101.54 
Upper middle income,Latin America & Caribbean,Dominican Republic,1994, 102.90 , 110.81 , 103.96 , 103.23 , 147.68 , 192.46 , 75.59 , 155.72 , 104.22 , 102.79 , 103.34 , 106.60 , 100.00 , 100.00 , 101.94 
Upper middle income,Latin America & Caribbean,Dominican Republic,1995, 104.35 , 113.51 , 105.28 , 103.23 , 204.24 , 214.07 , 133.94 , 311.97 , 105.23 , 103.35 , 104.34 , 108.25 , 100.00 , 100.00 , 102.43 
Upper middle income,Latin America & Caribbean,Dominican Republic,1996, 105.80 , 116.22 , 106.60 , 103.23 , 209.60 , 231.32 , 39.19 , 72.67 , 106.24 , 103.91 , 105.51 , 109.48 , 99.91 , 104.12 , 104.27 
Upper middle income,Latin America & Caribbean,Dominican Republic,1997, 107.43 , 121.62 , 108.91 , 103.23 , 262.90 , 249.71 , 108.75 , 316.72 , 107.42 , 104.46 , 107.35 , 110.72 , 99.88 , 95.88 , 102.04 
Upper middle income,Latin America & Caribbean,Dominican Republic,1998, 108.88 , 124.32 , 110.23 , 103.23 , 223.10 , 266.07 , 164.40 , 526.96 , 108.43 , 105.02 , 108.51 , 111.75 , 99.80 , 104.12 , 105.25 
Upper middle income,Latin America & Caribbean,Dominican Republic,1999, 110.33 , 127.03 , 111.55 , 104.84 , 208.91 , 267.58 , 323.60 ," 1,007.38 ", 109.27 , 105.58 , 109.52 , 112.99 , 99.95 , 104.12 , 105.71 
Upper middle income,Latin America & Caribbean,Dominican Republic,2000, 111.96 , 129.73 , 112.54 , 103.23 , 185.47 , 289.34 , 216.74 , 717.55 , 110.12 , 106.00 , 110.35 , 114.23 , 104.73 , 105.73 , 107.47 
Upper middle income,Latin America & Caribbean,Dominican Republic,2001, 113.41 , 132.43 , 112.21 , 117.74 , 145.09 , 300.23 , 226.36 , 812.58 , 110.79 , 106.56 , 110.52 , 115.46 , 110.04 , 105.91 , 108.76 
Upper middle income,Latin America & Caribbean,Dominican Republic,2002, 114.86 , 137.84 , 115.51 , 109.68 , 182.41 , 316.27 , 180.26 , 690.36 , 111.64 , 107.25 , 111.35 , 116.70 , 113.37 , 105.02 , 109.47 
Upper middle income,Latin America & Caribbean,Dominican Republic,2003, 117.03 , 140.54 , 114.19 , 111.29 , (24.67), 246.61 , 151.74 , 461.59 , 111.80 , 107.81 , 110.02 , 118.14 , 121.34 , 103.58 , 110.46 
Upper middle income,Latin America & Caribbean,Dominican Republic,2004, 119.57 , 143.24 , 112.87 , 101.61 , 147.12 , 255.00 , 219.35 , 684.52 , 112.31 , 108.37 , 109.85 , 119.38 , 131.46 , 97.85 , 110.53 
Upper middle income,Latin America & Caribbean,Dominican Republic,2005, 122.10 , 145.95 , 115.18 , 106.45 , 272.86 , 400.39 , 164.93 , 845.41 , 113.83 , 108.93 , 112.52 , 120.62 , 149.99 , 98.75 , 114.78 
Upper middle income,Latin America & Caribbean,Dominican Republic,2006, 124.46 , 148.65 , 116.83 , 91.94 , 268.20 , 416.96 , 213.63 , 816.72 , 115.01 , 109.48 , 114.52 , 121.65 , 152.42 , 100.90 , 116.50 
Upper middle income,Latin America & Caribbean,Dominican Republic,2007, 126.81 , 151.35 , 115.51 , 83.87 , 235.96 , 474.76 , 272.95 ," 1,255.57 ", 116.19 , 110.04 , 116.03 , 122.68 , 151.13 , 101.79 , 117.07 
Upper middle income,Latin America & Caribbean,Dominican Republic,2008, 129.17 , 154.05 , 119.80 , 77.42 , 158.84 , 513.10 , 302.00 ," 2,161.14 ", 116.69 , 110.60 , 116.86 , 123.30 , 150.60 , 103.41 , 117.84 
Upper middle income,Latin America & Caribbean,Dominican Republic,2009, 131.34 , 156.76 , 115.84 , 88.71 , 117.35 , 508.20 , 187.11 ," 1,630.57 ", 117.03 , 111.16 , 116.69 , 123.92 , 152.78 , 106.09 , 119.30 
Upper middle income,Latin America & Caribbean,Dominican Republic,2010, 133.70 , 159.46 , 120.79 , 83.87 , 252.90 , 560.24 , 180.01 ," 1,523.87 ", 118.21 , 111.72 , 118.36 , 124.95 , 155.85 , 108.06 , 121.02 
Upper middle income,Latin America & Caribbean,Dominican Republic,2011, 135.51 , 162.16 , 124.09 , 98.39 , 157.45 , 596.34 , 201.71 ," 1,714.38 ", 118.72 , 112.13 , 118.86 , 125.98 , 156.62 , 107.53 , 121.27 
Upper middle income,Latin America & Caribbean,Dominican Republic,2012, 137.32 , 164.86 , 125.41 , 108.06 , 149.82 , 616.20 , 299.84 ," 2,366.27 ", 119.39 , 112.69 , 119.20 , 127.01 , 152.62 , 107.89 , 120.98 
Upper middle income,Latin America & Caribbean,Dominican Republic,2013, 138.95 , 167.57 , 126.07 , 119.35 , 189.38 , 629.09 , 135.96 ," 1,498.87 ", 120.07 , 113.25 , 119.87 , 127.63 , 152.68 , 106.99 , 120.99 
Upper middle income,Latin America & Caribbean,Dominican Republic,2014, 140.76 , 172.97 , 127.06 , 108.06 , 229.26 , 666.47 , 189.13 ," 1,663.03 ", 122.09 , 113.67 , 121.37 , 132.16 , 155.52 , 109.86 , 123.37 
Upper middle income,Latin America & Caribbean,Dominican Republic,2015, 142.39 , 175.68 , 129.37 , 122.58 , 227.00 , 698.00 , 166.71 ," 1,660.32 ", 123.61 , 114.23 , 123.04 , 134.43 , 159.49 , 109.32 , 124.56 
Upper middle income,Latin America & Caribbean,Dominican Republic,2016, 143.84 , 181.08 , 130.69 , 117.74 , 222.09 , 734.25 , 177.03 ," 1,812.27 ", 124.45 , 114.78 , 124.21 , 135.05 , 161.97 , 109.32 , 125.37 
Upper middle income,Latin America & Caribbean,Dominican Republic,2017, 145.47 , 186.49 , 131.35 , 93.55 , 185.56 , 767.37 , 239.56 ," 2,688.78 ", 124.96 , 115.20 , 125.04 , 135.46 , 162.34 , 112.72 , 126.86 
Upper middle income,Latin America & Caribbean,Dominican Republic,2018, 146.92 , 191.89 , 132.67 , 91.94 , 228.02 , 811.87 , 170.87 ," 1,909.11 ", 125.63 , 115.62 , 126.54 , 135.46 , 163.04 , 110.39 , 126.52 
Upper middle income,Latin America & Caribbean,Dominican Republic,2019, 148.19 , 197.30 , 133.00 , 93.55 , 193.27 , 835.22 , 169.16 ," 2,268.67 ",  NA  ,  NA  ,  NA  ,  NA  , 163.77 , 109.32 ,  NA  
Upper middle income,Latin America & Caribbean,Ecuador,1990, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
Upper middle income,Latin America & Caribbean,Ecuador,1991, 101.09 , 102.38 , 100.54 , 100.00 , 116.62 , 108.91 , 113.91 , 126.98 , 100.47 , 100.93 , 100.78 , 99.64 , 100.00 , 100.00 , 100.24 
Upper middle income,Latin America & Caribbean,Ecuador,1992, 102.00 , 102.38 , 100.82 , 100.00 , 57.46 , 113.36 , 118.98 , 141.27 , 101.09 , 101.86 , 101.10 , 100.36 , 100.00 , 100.00 , 100.54 
Upper middle income,Latin America & Caribbean,Ecuador,1993, 102.90 , 104.76 , 101.09 , 102.17 , 53.62 , 115.99 , 302.53 , 375.97 , 101.71 , 102.66 , 101.25 , 101.09 , 100.00 , 100.00 , 100.80 
Upper middle income,Latin America & Caribbean,Ecuador,1994, 103.99 , 104.76 , 101.63 , 104.35 , 115.72 , 136.02 , 306.95 , 457.40 , 102.34 , 103.46 , 101.88 , 101.81 , 100.00 , 100.00 , 101.14 
Upper middle income,Latin America & Caribbean,Ecuador,1995, 104.90 , 107.14 , 101.90 , 104.35 , 61.21 , 143.19 , 223.98 , 359.11 , 102.96 , 104.26 , 101.88 , 102.54 , 100.00 , 100.00 , 101.37 
Upper middle income,Latin America & Caribbean,Ecuador,1996, 105.81 , 109.52 , 102.17 , 104.35 , 47.06 , 144.71 , 239.57 , 396.57 , 103.27 , 105.05 , 101.72 , 102.90 , 99.90 , 104.16 , 102.79 
Upper middle income,Latin America & Caribbean,Ecuador,1997, 106.72 , 109.52 , 102.99 , 104.35 , 117.61 , 158.20 , 310.91 , 574.56 , 103.89 , 105.85 , 102.35 , 103.45 , 102.33 , 105.72 , 104.15 
Upper middle income,Latin America & Caribbean,Ecuador,1998, 107.62 , 111.90 , 105.16 , 104.35 , 88.77 , 154.00 , 376.03 , 690.46 , 104.36 , 106.52 , 102.50 , 103.81 , 102.03 , 108.84 , 105.22 
Upper middle income,Latin America & Caribbean,Ecuador,1999, 108.53 , 114.29 , 104.62 , 104.35 , (228.79), 106.00 , 399.20 , 514.61 , 103.89 , 107.31 , 100.31 , 104.36 , 102.55 , 109.01 , 105.28 
