"Income.Group","Region","Country","Year","Urbanr","AgingPopr","FemLabr","Unemployr","GDPgr","GDPpcapr","FDIGDPr","FDIusdr","HDIr","LEIr","IncIr","EduIr","EPIr","EFIr","ESGcompr"
"Lower middle income","Middle East & North Africa","Egypt",1996,98.16,104.35,96.09,95.74,88.03,138.88,55.07,87.4,106.96,105.98,103.1,111.31,103.16,113.79,107.93
"Lower middle income","Middle East & North Africa","Egypt",1997,98.16,106.52,93.91,89.36,96.92,157.87,66.48,105.45,108.24,107,103.92,113.62,107.22,119.26,111.01
"Lower middle income","Middle East & North Africa","Egypt",1998,98.16,106.52,91.74,85.11,98.38,167.36,74.27,142.8,108.42,107.73,104.9,112.6,106.71,122.1,111.99
"Lower middle income","Middle East & North Africa","Egypt",1999,98.39,106.52,93.48,84.04,106.82,175.48,68.77,142.35,110.81,108.45,105.72,118.51,107.83,126.91,114.66
"Lower middle income","Middle East & North Africa","Egypt",2000,98.39,106.52,94.35,95.74,112.4,189.45,72.43,163.99,111.9,109.04,106.7,120.31,109.09,113.13,111.18
"Lower middle income","Middle East & North Africa","Egypt",2001,98.39,106.52,96.09,98.94,62.38,181.77,30.58,68.91,112.82,109.48,107.19,122.37,116.39,112.69,112.86
"Lower middle income","Middle East & North Africa","Egypt",2002,98.62,106.52,90.87,106.38,42.18,160.51,43.12,85.75,113.74,109.77,107.35,124.42,121.73,118.38,115.94
"Lower middle income","Middle East & North Africa","Egypt",2003,98.62,106.52,92.17,117.02,56.35,148.72,16.76,30.01,114.1,110.2,107.52,125.19,122.3,121.01,117.06
"Lower middle income","Middle East & North Africa","Egypt",2004,98.85,106.52,93.04,109.57,72.21,138.84,93.08,151.58,115.2,110.5,108.17,127.76,125.49,121.44,118.28
"Lower middle income","Middle East & North Africa","Egypt",2005,98.85,106.52,94.35,119.15,78.91,155.1,350.96,731.8,116.3,110.93,108.5,130.33,122.34,122.1,118.33
"Lower middle income","Middle East & North Africa","Egypt",2006,99.08,106.52,96.09,111.7,120.77,182.62,547.1,1370.42,117.77,111.22,109.97,133.16,120.78,116.41,116.95
"Lower middle income","Middle East & North Africa","Egypt",2007,99.08,104.35,102.61,93.62,125.07,217.84,519.58,1511.54,119.23,111.66,111.27,135.99,117.68,119.04,117.82
"Lower middle income","Middle East & North Africa","Egypt",2008,99.08,104.35,97.39,90.43,126.28,267.03,341.45,1049.09,120.7,112.1,112.58,138.82,120.58,128.01,121.78
"Lower middle income","Middle East & North Africa","Egypt",2009,98.85,104.35,101.3,96.81,82.47,304.22,207.95,850.47,120.88,112.54,113.07,138.82,121.09,126.91,121.72
"Lower middle income","Middle East & North Africa","Egypt",2010,98.85,104.35,100,93.62,90.83,345.44,170.82,721.62,121.98,112.97,113.24,141.65,121.88,129.1,122.99
"Lower middle income","Middle East & North Africa","Egypt",2011,98.85,106.52,97.83,125.53,31.14,364.66,-111.98,-253.49,122.53,113.41,112.91,142.93,127.28,129.32,124.26
"Lower middle income","Middle East & North Africa","Egypt",2012,98.62,106.52,99.13,134.04,39.28,422.21,58.64,358.25,123.81,113.85,113.07,146.79,133.99,126.7,125.3
"Lower middle income","Middle East & North Africa","Egypt",2013,98.62,108.7,101.74,140.43,38.56,426.36,85.06,538.95,124.73,114.29,112.91,149.87,139.66,119.91,124.71
"Lower middle income","Middle East & North Africa","Egypt",2014,98.39,110.87,103.04,139.36,51.45,441.31,88.39,603.81,125.09,114.58,113.07,150.64,147.35,115.75,125.08
"Lower middle income","Middle East & North Africa","Egypt",2015,98.39,110.87,101.74,139.36,77.15,470.06,121.88,934,126.37,115.01,113.89,153.47,151.4,120.79,127.96
"Lower middle income","Middle East & North Africa","Egypt",2016,98.16,110.87,103.48,131.91,76.7,460.4,142.58,1094.21,127.29,115.45,114.38,155.27,154.35,122.54,129.44
"Lower middle income","Middle East & North Africa","Egypt",2017,98.16,113.04,102.17,124.47,73.78,318.75,184.31,998.57,127.47,115.89,114.87,155.53,157.81,115.1,128.03
"Lower middle income","Middle East & North Africa","Egypt",2018,98.16,113.04,102.17,123.4,93.77,332.94,190,1082.8,128.21,116.18,115.36,156.3,159.37,116.85,129.1
"Lower middle income","Middle East & North Africa","Egypt",2019,98.16,115.22,102.61,114.89,98.07,394.44,174.02,1191.84,NA,NA,NA,NA,160.69,114.88,NA
"Lower middle income","Latin America & Caribbean","El Salvador",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Lower middle income","Latin America & Caribbean","El Salvador",1991,101.01,102.33,100.58,100,30.93,107.55,1216.69,1326.5,100.76,101.92,100,100.52,100,100,100.4
"Lower middle income","Latin America & Caribbean","El Salvador",1992,102.03,104.65,102.32,105.33,145.25,117.41,668.34,806.5,102.84,103.69,101.75,103.66,100,100,101.29
"Lower middle income","Latin America & Caribbean","El Salvador",1993,104.26,106.98,105.8,132,120.44,133.1,624.26,865.63,104.91,105.17,102.8,106.81,100,100,102.03
"Lower middle income","Latin America & Caribbean","El Salvador",1994,106.9,109.3,108.41,102.67,97.07,151.04,NA,NA,106.62,106.35,103.85,109.95,100,100,102.72
"Lower middle income","Latin America & Caribbean","El Salvador",1995,109.53,111.63,106.38,102.67,98,173.4,1081.97,2003.78,108.32,107.39,104.9,113.09,100,100,103.38
"Lower middle income","Latin America & Caribbean","El Salvador",1996,112.17,113.95,105.8,102.67,16.92,184.3,NA,-479.08,109.83,108.27,104.73,117.02,99.59,101.45,104.44
"Lower middle income","Latin America & Caribbean","El Salvador",1997,114.6,116.28,106.67,106.67,64.88,194.59,1465.94,3110.38,111.53,109.01,105.08,121.2,99.28,102.03,105.24
"Lower middle income","Latin America & Caribbean","El Salvador",1998,117.24,120.93,112.17,94.67,54.93,206.36,25587.81,58088.84,113.04,109.75,105.6,125.13,99.45,101.59,105.69
"Lower middle income","Latin America & Caribbean","El Salvador",1999,118.46,123.26,113.91,89.33,44.72,211.2,4853.42,8534.08,113.42,110.34,105.78,125.39,99.66,108.68,108.8
"Lower middle income","Latin America & Caribbean","El Salvador",2000,119.47,127.91,114.49,93.33,23.31,218.96,3734.13,9398.02,114.93,111.08,105.95,129.06,111.36,110.42,111.89
"Lower middle income","Latin America & Caribbean","El Salvador",2001,120.69,130.23,115.07,93.33,18.16,226.7,5762.72,15203.3,115.69,111.67,105.95,131.41,117.05,105.64,111.18
"Lower middle income","Latin America & Caribbean","El Salvador",2002,121.7,134.88,115.65,76,32.72,232.36,9418.62,26113.22,117.01,112.41,106.13,134.55,122.94,105.64,112.59
"Lower middle income","Latin America & Caribbean","El Salvador",2003,122.92,139.53,117.1,84,32.33,241.7,2705.74,6458.51,118.15,112.85,106.13,138.22,128.28,103.47,112.99
"Lower middle income","Latin America & Caribbean","El Salvador",2004,123.94,144.19,115.65,81.33,18.44,249.25,6717.23,19281.75,119.28,113.44,106.3,141.1,130.96,103.04,113.66
"Lower middle income","Latin America & Caribbean","El Salvador",2005,124.95,146.51,116.81,96,56.04,265.67,8825.69,20979.08,120.42,113.88,106.83,144.24,133.06,103.47,114.65
"Lower middle income","Latin America & Caribbean","El Salvador",2006,126.17,151.16,117.97,88,89.89,287.9,3824.74,14088.08,121.93,114.33,108.06,146.86,145.91,100.72,116.09
"Lower middle income","Latin America & Caribbean","El Salvador",2007,127.38,153.49,117.97,85.33,38.51,304.79,23130.9,76664.98,121.74,114.92,108.41,145.29,144.91,99.71,115.51
"Lower middle income","Latin America & Caribbean","El Salvador",2008,129.21,158.14,118.55,78.67,53.21,320.89,12741.57,43387.88,122.31,115.36,109.11,145.81,148.97,99.13,116.16
"Lower middle income","Latin America & Caribbean","El Salvador",2009,131.03,160.47,119.13,97.33,-143.18,312.7,5316.46,19268.58,122.31,115.81,108.06,146.6,155.1,101.01,117.9
"Lower middle income","Latin America & Caribbean","El Salvador",2010,132.86,165.12,120.87,65.33,43.55,326.35,-1656.73,-11982.67,124.57,116.4,108.76,153.4,165.28,101.16,120.47
"Lower middle income","Latin America & Caribbean","El Salvador",2011,134.48,167.44,120.58,57.33,79,357.28,1532.67,11506.73,124.01,116.99,109.63,149.21,171.67,99.57,120.65
"Lower middle income","Latin America & Caribbean","El Salvador",2012,136.31,169.77,121.74,50.67,58.27,375.04,5104.27,24549.73,124.76,117.43,109.98,151.05,176.86,99.42,121.73
"Lower middle income","Latin America & Caribbean","El Salvador",2013,137.93,174.42,123.77,49.33,46.23,383.92,2829.48,9435.24,125.14,118.02,110.33,150.79,181.3,96.53,121.37
"Lower middle income","Latin America & Caribbean","El Salvador",2014,139.76,176.74,122.61,56,35.42,392.62,5687.07,16143.44,124.76,118.61,110.51,148.69,185.13,95.8,121.61
"Lower middle income","Latin America & Caribbean","El Salvador",2015,141.38,181.4,121.45,53.33,49.57,405.37,5354.82,20879.52,124.76,119.05,111.03,147.12,181.33,95.08,120.71
"Lower middle income","Latin America & Caribbean","El Salvador",2016,143,183.72,122.32,58.67,52.71,416.35,5029.98,18324.71,125.14,119.65,111.38,147.64,176.64,94.21,119.82
"Lower middle income","Latin America & Caribbean","El Salvador",2017,144.62,188.37,121.45,58.67,46.57,427.76,5118.56,46823.87,125.71,120.09,111.73,148.17,172.58,92.76,118.76
"Lower middle income","Latin America & Caribbean","El Salvador",2018,146.04,193.02,121.45,53.33,50.31,444.98,4010.68,43515.73,126.09,120.68,112.26,148.17,173.26,91.46,118.52
"Lower middle income","Latin America & Caribbean","El Salvador",2019,147.46,197.67,121.74,54.67,49.31,458.06,6806.59,34862.72,NA,NA,NA,NA,174.03,89.44,NA
"High income","Europe & Central Asia","Estonia",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"High income","Europe & Central Asia","Estonia",1991,99.72,102.56,100,100,-100,100,100,100,99.32,99.34,98.55,100.15,100,100,99.7
"High income","Europe & Central Asia","Estonia",1992,99.58,105.98,100.42,246.67,-100,100,100,100,98.08,98.82,94.72,101.19,100,100,99.18
"High income","Europe & Central Asia","Estonia",1993,99.3,110.26,100.64,433.33,-100,100,100,194.1,97.12,98.42,92.87,100.44,100,100,98.73
"High income","Europe & Central Asia","Estonia",1994,99.02,113.68,100.85,506.67,-100,104.96,126.28,263.76,97.67,98.29,93,102.22,100,100,98.97
"High income","Europe & Central Asia","Estonia",1995,98.74,116.24,101.27,646.67,375.61,116.74,109.42,247.5,99.18,98.55,94.58,104.74,100,100,99.6
"High income","Europe & Central Asia","Estonia",1996,98.46,119.66,101.69,660,400.53,125.91,82.57,137.07,100.55,98.95,95.77,107.56,100.47,100.31,100.44
"High income","Europe & Central Asia","Estonia",1997,98.17,122.22,102.33,693.33,894.35,137.15,126.7,161.24,102.33,99.61,97.62,110.67,100.32,105.98,102.88
"High income","Europe & Central Asia","Estonia",1998,97.89,123.93,101.27,633.33,363.65,152.42,250.16,714.22,103.97,100.39,98.68,113.78,102.92,111.2,105.8
"High income","Europe & Central Asia","Estonia",1999,97.61,125.64,101.48,773.33,-24.56,154.55,134.6,276.46,104.93,101.18,98.55,116,102.88,113.19,106.78
"High income","Europe & Central Asia","Estonia",2000,97.47,128.21,102.97,893.33,715.34,151.99,173.96,402.84,106.85,102.11,100.26,119.7,103.6,107.21,106.11
"High income","Europe & Central Asia","Estonia",2001,97.19,131.62,103.18,873.33,464.07,168.14,225.42,425.91,108.22,102.89,101.45,121.78,103.73,116.72,109.54
"High income","Europe & Central Asia","Estonia",2002,97.05,135.04,103.18,666.67,514.17,199.3,109.18,189.77,109.45,103.82,102.77,122.96,104.41,119.02,110.9
"High income","Europe & Central Asia","Estonia",2003,96.91,138.46,102.54,753.33,560.7,268.7,250.15,949.48,110.41,104.74,104.1,123.7,101.17,119.17,110.53
"High income","Europe & Central Asia","Estonia",2004,96.77,141.03,104.03,680,512.04,332.35,212.99,868.86,111.51,105.66,105.55,124.59,97.76,118.71,109.98
"High income","Europe & Central Asia","Estonia",2005,96.49,143.59,105.08,533.33,677.82,388.03,516.13,2751.55,113.01,106.58,107.66,125.93,109.09,115.34,112.62
"High income","Europe & Central Asia","Estonia",2006,96.35,145.3,104.03,393.33,691.73,471.01,245.95,388.11,113.97,107.5,109.38,126.22,107.78,114.88,112.58
"High income","Europe & Central Asia","Estonia",2007,96.21,147.01,102.75,306.67,561.12,624.28,321.6,803.12,114.93,108.55,110.57,126.81,105.28,119.63,113.74
"High income","Europe & Central Asia","Estonia",2008,96.07,147.86,102.97,366.67,-309.84,679.65,193.08,855.01,115.21,109.61,109.91,127.11,102.82,119.48,113.15
"High income","Europe & Central Asia","Estonia",2009,95.79,148.72,103.39,900,-878.81,551.68,224.95,626.01,114.79,110.79,107.13,127.85,105.89,117.18,113.14
"High income","Europe & Central Asia","Estonia",2010,95.65,149.57,104.66,1113.33,263.8,551.52,313.26,1680.15,115.62,111.97,107.27,129.19,105.2,114.57,112.57
"High income","Europe & Central Asia","Estonia",2011,95.51,151.28,104.45,820,553.23,657.07,113.86,3097.53,116.85,113.16,108.85,129.78,105.21,115.34,113.3
"High income","Europe & Central Asia","Estonia",2012,95.51,153.85,103.81,666.67,290.26,653.83,183.4,629.2,117.67,114.21,109.91,129.93,107.68,112.27,113.39
"High income","Europe & Central Asia","Estonia",2013,95.65,156.41,103.81,573.33,181.96,714.97,103.39,306.84,118.22,115.26,110.7,129.63,107.39,115.49,114.51
"High income","Europe & Central Asia","Estonia",2014,95.93,158.12,102.54,493.33,281.89,759.45,158.37,803.17,118.49,116.18,111.23,128.89,108.89,116.41,115.3
"High income","Europe & Central Asia","Estonia",2015,96.07,160.68,103.18,413.33,212.33,653.37,-173.87,-274.56,119.32,116.97,111.76,130.07,110.84,117.79,116.58
"High income","Europe & Central Asia","Estonia",2016,96.35,163.25,102.54,453.33,260.22,680.03,91.81,697.43,119.86,117.63,112.42,130.67,112.75,118.4,117.55
"High income","Europe & Central Asia","Estonia",2017,96.49,164.96,102.33,386.67,450.02,760.24,153.02,1350.19,120.41,118.16,113.34,130.52,111.76,121.32,118.35
"High income","Europe & Central Asia","Estonia",2018,96.77,167.52,102.33,360,389.89,867.26,93.85,1773.81,120.82,118.55,114,130.52,112.04,120.86,118.45
"High income","Europe & Central Asia","Estonia",2019,97.05,170.94,101.91,340,363.91,882.23,224.64,1368.78,NA,NA,NA,NA,112.5,117.48,NA
"Lower middle income","Sub-Saharan Africa","Eswatini",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Lower middle income","Sub-Saharan Africa","Eswatini",1991,101.98,100,99.78,100,8.38,100.91,263.02,253.89,100.18,99.53,99.84,101.23,100,100,100.03
"Lower middle income","Sub-Saharan Africa","Eswatini",1992,103.96,100,99.78,100.47,15.35,109.33,251.59,240.67,99.63,98.14,100.16,100.74,100,100,99.78
"Lower middle income","Sub-Saharan Africa","Eswatini",1993,105.94,100,99.55,101.41,14.78,112.8,196.19,196.23,98.72,95.81,99.68,100.49,100,100,99.24
"Lower middle income","Sub-Saharan Africa","Eswatini",1994,108.42,100,99.55,101.41,11.42,115.37,165.02,-106.36,97.43,92.87,98.54,100.74,100,100,98.54
"Lower middle income","Sub-Saharan Africa","Eswatini",1995,110.4,104,100,101.41,22.96,135.24,112.78,138.53,96.51,89.3,100.65,100.25,100,100,98.21
"Lower middle income","Sub-Saharan Africa","Eswatini",1996,112.38,104,100.45,103.76,18.28,125.07,50.16,125.2,95.23,84.96,101.78,99.75,101.02,92.58,94.74
"Lower middle income","Sub-Saharan Africa","Eswatini",1997,114.36,108,101.11,105.63,14.76,131.47,-133.03,-114.79,93.03,80.16,102.11,98.53,100.25,93.84,94.18
"Lower middle income","Sub-Saharan Africa","Eswatini",1998,113.37,108,101.78,108.45,12.39,118.73,358.56,572.6,90.46,75.19,101.3,97.54,100.01,97.95,94.64
"Lower middle income","Sub-Saharan Africa","Eswatini",1999,112.87,112,102.67,111.74,14.04,114.88,235.05,378.02,88.62,70.23,102.11,97.05,99.94,98.1,93.88
"Lower middle income","Sub-Saharan Africa","Eswatini",2000,112.38,112,103.34,114.55,8.37,127.54,193.11,327.12,85.87,65.58,101.46,95.33,101.71,98.89,93.29
"Lower middle income","Sub-Saharan Africa","Eswatini",2001,111.88,116,103.79,117.84,5.02,112.27,70.4,209.07,83.85,61.55,102.59,93.37,101.23,100.47,93.1
"Lower middle income","Sub-Saharan Africa","Eswatini",2002,110.89,120,104.45,121.13,20.84,103.69,240.26,411.74,81.65,58.29,101.94,91.65,102.31,96.21,90.64
"Lower middle income","Sub-Saharan Africa","Eswatini",2003,110.4,124,105.12,124.41,18.46,158.52,-201.4,-443.48,80.73,55.81,102.27,92.38,104.55,94.15,89.81
"Lower middle income","Sub-Saharan Africa","Eswatini",2004,109.9,128,105.79,126.76,17.24,199.14,93,315.76,82.2,54.26,103.57,99.02,109.27,92.58,90.51
"Lower middle income","Sub-Saharan Africa","Eswatini",2005,108.91,132,106.9,129.58,28.54,227.52,-153.41,-205.9,84.22,53.64,106.16,104.67,135.06,93.84,95.43
"Lower middle income","Sub-Saharan Africa","Eswatini",2006,108.42,136,107.35,130.99,28.51,234.37,136.14,540.78,86.61,54.26,106.16,112.78,186.69,97,104.62
"Lower middle income","Sub-Saharan Africa","Eswatini",2007,107.92,140,108.02,132.39,21.1,245.5,40.01,63.7,88.44,55.66,107.29,115.48,179.29,94.94,103.57
"Lower middle income","Sub-Saharan Africa","Eswatini",2008,108.91,140,108.46,128.64,3.91,231.47,118.83,505.33,90.09,57.67,106.97,118.18,174.47,92.26,102.47
"Lower middle income","Sub-Saharan Africa","Eswatini",2009,110.4,144,108.91,128.64,7.45,249.81,67.94,260.91,91.93,60.31,106.81,120.64,169.22,93.36,102.94
"Lower middle income","Sub-Saharan Africa","Eswatini",2010,111.39,148,109.35,126.29,18.05,307.55,113.15,585.72,94.13,63.41,106.65,123.1,169.08,90.68,102.66
"Lower middle income","Sub-Saharan Africa","Eswatini",2011,112.38,148,109.35,123,10.69,331.76,75.81,437.05,96.88,67.13,108.27,124.82,168.47,93.36,104.8
"Lower middle income","Sub-Saharan Africa","Eswatini",2012,112.87,152,109.35,120.19,25.65,334.05,20.06,154.44,99.45,71.16,109.24,126.54,163.41,90.36,104.02
"Lower middle income","Sub-Saharan Africa","Eswatini",2013,113.86,156,109.13,117.37,18.38,312.11,65.86,385.32,102.39,75.66,110.86,128.26,164.26,90.36,105.42
"Lower middle income","Sub-Saharan Africa","Eswatini",2014,114.36,156,108.69,113.62,4.34,297.96,21.58,112.27,105.14,80,111.02,130.71,160.29,96.68,108.51
"Lower middle income","Sub-Saharan Africa","Eswatini",2015,115.35,160,108.02,110.33,11,272.21,28.63,145.46,107.34,84.34,111.18,131.94,160.58,94.63,108.68
"Lower middle income","Sub-Saharan Africa","Eswatini",2016,116.34,160,108.02,106.57,6.03,254.37,25.88,151.86,109.36,88.22,111.35,132.92,160.96,94.31,109.44
"Lower middle income","Sub-Saharan Africa","Eswatini",2017,116.83,160,107.8,105.63,9.63,291.66,-148,-640.08,110.64,91.47,111.18,132.92,157.7,96.52,110.45
"Lower middle income","Sub-Saharan Africa","Eswatini",2018,117.82,160,107.35,105.16,11.19,305.89,24.47,174.21,111.56,93.95,111.18,132.92,158.45,88.31,107.72
"Lower middle income","Sub-Saharan Africa","Eswatini",2019,118.81,160,106.68,103.76,9.58,283.09,107.55,475.95,NA,NA,NA,NA,159.03,86.41,NA
"High income","Europe & Central Asia","Finland",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"High income","Europe & Central Asia","Finland",1991,100.5,101.49,100,100,-977.39,89.85,-131.74,-5.73,100.38,100.35,98.71,102.1,100,100,100.11
"High income","Europe & Central Asia","Finland",1992,100.88,102.99,99.79,178.46,-591.04,78.69,61.34,158.55,101.4,100.82,97.77,105.56,100,100,100.47
"High income","Europe & Central Asia","Finland",1993,101.26,104.48,99.58,249.23,-198.58,62.08,168.56,-27.31,101.91,101.29,97.42,107.21,100,100,100.69
"High income","Europe & Central Asia","Finland",1994,101.64,105.22,99.58,252.31,590.82,71.57,46.84,-145.08,103.19,101.76,98.24,109.76,100,100,101.21
"High income","Europe & Central Asia","Finland",1995,102.02,106.72,100.85,261.54,628.65,92.62,188.27,-22.85,104.08,102.24,99.06,111.26,100,100,101.61
"High income","Europe & Central Asia","Finland",1996,102.27,107.46,101.7,240,546.63,90.9,99.24,-125.11,104.97,102.71,99.77,112.91,100.12,100,102.03
"High income","Europe & Central Asia","Finland",1997,102.64,108.96,100.42,230.77,944.15,87.05,336.75,-158.97,106.12,103.18,100.94,114.41,100.2,102.35,103.14
"High income","Europe & Central Asia","Finland",1998,102.9,109.7,100.64,203.08,813.39,91.7,1625.98,-338.52,107.14,103.65,101.76,116.37,100.21,99.69,102.87
"High income","Europe & Central Asia","Finland",1999,103.15,111.19,101.27,180,652.81,92.29,1004.28,-106.02,108.16,104.12,102.7,118.17,103.03,100.31,104.31
"High income","Europe & Central Asia","Finland",2000,103.53,111.94,101.06,170.77,860.55,85.62,1870.51,-750.26,109.44,104.59,103.64,120.57,104.14,100.94,105.32
"High income","Europe & Central Asia","Finland",2001,103.78,113.43,101.27,158.46,389,87.95,433.91,-239.68,110.2,105.06,104.23,122.22,104.62,109.42,108.1
"High income","Europe & Central Asia","Finland",2002,103.9,114.93,101.7,160,254.45,94.73,1008.78,138.42,110.59,105.53,104.58,122.67,106.48,115.54,110.47
"High income","Europe & Central Asia","Finland",2003,104.03,116.42,101.49,161.54,298.66,115.83,606.55,392.21,110.97,105.88,104.69,123.12,106.71,115.7,110.71
"High income","Europe & Central Asia","Finland",2004,104.28,117.91,101.7,160,595.08,132.92,598.74,303.95,113.65,106.35,105.52,130.78,104.81,115.23,111.19
"High income","Europe & Central Asia","Finland",2005,104.41,119.4,102.12,129.23,414.32,137.64,924.08,119.98,114.16,106.71,105.87,131.53,107.64,111.46,111.2
"High income","Europe & Central Asia","Finland",2006,104.53,120.9,102.12,118.46,600.31,145.21,372.43,244.06,114.67,107.18,106.69,131.83,105.16,114.44,111.53
"High income","Europe & Central Asia","Finland",2007,104.79,122.39,102.34,106.15,789.84,170.69,1494.87,377.15,114.92,107.53,107.39,131.23,103.43,116.17,111.58
"High income","Europe & Central Asia","Finland",2008,104.91,123.13,101.91,98.46,116.86,188.81,1187.7,-545.76,115.31,108,107.39,131.98,104.21,117.11,112.23
"High income","Europe & Central Asia","Finland",2009,105.04,125.37,102.97,126.15,-1303.56,166.74,-708.72,-249.77,114.67,108.47,105.99,131.23,108.04,116.95,113.05
"High income","Europe & Central Asia","Finland",2010,105.54,128.36,102.12,129.23,474.88,163.8,854.1,-140.41,115.18,108.82,106.46,131.98,108.38,115.86,113.08
"High income","Europe & Central Asia","Finland",2011,106.17,132.09,101.7,120,379.72,180.09,-480.13,-124.73,115.69,109.29,106.57,132.73,112.09,116.17,114.43
"High income","Europe & Central Asia","Finland",2012,106.8,136.57,102.12,118.46,-308.28,168.21,332.45,-174.82,115.82,109.65,106.34,133.18,115,113.5,114.63
"High income","Europe & Central Asia","Finland",2013,107.18,141.79,102.12,126.15,-234.45,175.85,-417.16,216.96,116.84,110,105.99,136.49,115.07,116.17,115.78
"High income","Europe & Central Asia","Finland",2014,107.3,147.01,102.55,133.85,-154.4,177.19,1094.35,983.88,117.09,110.47,105.99,137.09,114.01,115.23,115.37
"High income","Europe & Central Asia","Finland",2015,107.3,150.75,102.55,144.62,81.02,150.84,1251.6,1019.88,117.22,110.71,105.99,137.24,116.12,115.23,116.03
"High income","Europe & Central Asia","Finland",2016,107.43,155.22,101.91,135.38,404.02,154.36,353.03,-686.51,117.6,111.06,106.46,137.39,115.2,113.97,115.58
"High income","Europe & Central Asia","Finland",2017,107.43,158.96,101.91,132.31,462.13,163.29,1170.54,275.8,117.86,111.41,106.69,137.39,116.82,116.17,116.73
"High income","Europe & Central Asia","Finland",2018,107.56,161.94,101.91,113.85,242.97,176.35,-768.57,-694.42,117.98,111.76,107.04,137.39,116.84,116.33,116.89
"High income","Europe & Central Asia","Finland",2019,107.56,164.93,101.91,101.54,146.01,171.64,573.73,348.07,NA,NA,NA,NA,116.87,117.58,NA
"High income","Europe & Central Asia","France",1990,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"High income","Europe & Central Asia","France",1991,100.13,102.14,101.15,100,35.85,99.45,114.93,-40.57,101.28,100.46,100.12,103.49,100,100,100.5
"High income","Europe & Central Asia","France",1992,100.4,104.29,101.62,112.09,54.7,109.27,150.02,-43.57,102.31,100.8,100.35,106.02,100,100,100.89
"High income","Europe & Central Asia","France",1993,100.67,105.71,102.77,124.18,-121.5,102.69,151.04,100.69,103.08,101.26,100.12,108.08,100,100,101.17
"High income","Europe & Central Asia","France",1994,100.81,107.14,103.23,138.46,80.66,107.81,109.1,-39.93,104.87,101.6,100.47,113.31,100,100,101.89
"High income","Europe & Central Asia","France",1995,101.08,108.57,103.93,129.67,72.05,123.38,142.72,136.58,105.77,102.06,100.81,115.37,100,100,102.27
"High income","Europe & Central Asia","France",1996,101.35,110,104.16,136.26,48.33,123.3,131.74,-38.77,106.41,102.41,101.05,116.8,100.46,98.91,102.37
"High income","Europe & Central Asia","France",1997,101.62,111.43,103.93,138.46,79.9,111.17,152.72,-57.48,106.92,102.86,101.51,117.59,100.85,91.77,100.8
"High income","Europe & Central Asia","France",1998,101.75,112.86,104.62,132.97,122.73,114.59,189.06,-74.78,107.56,103.21,102.1,118.38,100.98,91.46,101
"High income","Europe & Central Asia","France",1999,102.02,113.57,105.08,131.87,117.01,113.21,296.5,-367.17,108.21,103.55,102.68,119.65,101.73,91.77,101.6
"High income","Europe & Central Asia","France",2000,102.43,115,105.31,112.09,134.19,102.62,292.5,-610.93,107.95,104.01,103.14,117.75,102.23,89.13,100.96
"High income","Europe & Central Asia","France",2001,102.7,115.71,105.31,94.51,67.84,102.94,350.7,-172.05,108.33,104.35,103.38,117.91,101,90.06,100.96
"High income","Europe & Central Asia","France",2002,103.1,116.43,105.54,95.6,38.84,110.94,332.12,-6.71,108.33,104.81,103.38,117.59,102.29,90.06,101.37
"High income","Europe & Central Asia","France",2003,103.37,117.14,106.93,91.21,28.15,135.67,221.53,-47.33,108.72,105.27,103.38,118.54,102.89,91.93,102.24
"High income","Europe & Central Asia","France",2004,103.78,117.14,106.93,97.8,96.78,154.82,162.03,-117.9,109.23,105.73,103.73,118.86,104.59,94.57,103.61
"High income","Europe & Central Asia","France",2005,104.05,117.86,107.62,93.41,56.88,159.5,373.22,-155.55,110.26,106.3,103.96,121.87,105.55,93.94,104.21
"High income","Europe & Central Asia","France",2006,104.45,117.86,107.85,92.31,83.77,167.22,327.84,-237.9,110.9,106.76,104.31,122.66,105.93,94.88,104.79
"High income","Europe & Central Asia","France",2007,104.72,117.86,108.55,84.62,82.93,190.46,303.53,-223.89,111.15,107.22,104.66,122.82,106.87,96.43,105.63
"High income","Europe & Central Asia","France",2008,105.13,117.86,108.78,78.02,8.72,208.01,224.31,-314.24,111.41,107.67,104.66,122.98,107.78,100.47,107.08
"High income","Europe & Central Asia","France",2009,105.4,118.57,109.01,95.6,-198.27,190.77,65.93,-324.84,111.41,108.02,104.07,123.3,108.92,98.29,106.82
"High income","Europe & Central Asia","France",2010,105.8,120.71,109.24,97.8,66.67,186.47,141.68,-155.6,111.79,108.36,104.31,124.09,110.08,99.69,107.73
"High income","Europe & Central Asia","France",2011,106.07,122.14,109.47,96.7,74.99,200.93,148.73,-93.7,112.31,108.71,104.66,124.72,111.98,100.31,108.63
"High income","Europe & Central Asia","France",2012,106.48,125,109.47,103.3,10.71,187.55,118.18,-88.12,112.56,109.05,104.54,125.52,113.61,98.14,108.66
"High income","Europe & Central Asia","France",2013,106.75,128.57,109.93,108.79,19.71,195.44,108.18,164.57,113.08,109.28,104.54,126.94,114.45,99.53,109.48
