"Income.Group","Region","Country","Year","Indicator","Value"
"High income","Europe & Central Asia","France",2002,"ESGcompr",101.37
"High income","Europe & Central Asia","France",2003,"Urbanr",103.37
"High income","Europe & Central Asia","France",2003,"AgingPopr",117.14
"High income","Europe & Central Asia","France",2003,"FemLabr",106.93
"High income","Europe & Central Asia","France",2003,"Unemployr",91.21
"High income","Europe & Central Asia","France",2003,"GDPgr",28.15
"High income","Europe & Central Asia","France",2003,"GDPpcapr",135.67
"High income","Europe & Central Asia","France",2003,"FDIGDPr",221.53
"High income","Europe & Central Asia","France",2003,"FDIusdr",-47.33
"High income","Europe & Central Asia","France",2003,"HDIr",108.72
"High income","Europe & Central Asia","France",2003,"LEIr",105.27
"High income","Europe & Central Asia","France",2003,"IncIr",103.38
"High income","Europe & Central Asia","France",2003,"EduIr",118.54
"High income","Europe & Central Asia","France",2003,"EPIr",102.89
"High income","Europe & Central Asia","France",2003,"EFIr",91.93
"High income","Europe & Central Asia","France",2003,"ESGcompr",102.24
"High income","Europe & Central Asia","France",2004,"Urbanr",103.78
"High income","Europe & Central Asia","France",2004,"AgingPopr",117.14
"High income","Europe & Central Asia","France",2004,"FemLabr",106.93
"High income","Europe & Central Asia","France",2004,"Unemployr",97.8
"High income","Europe & Central Asia","France",2004,"GDPgr",96.78
"High income","Europe & Central Asia","France",2004,"GDPpcapr",154.82
"High income","Europe & Central Asia","France",2004,"FDIGDPr",162.03
"High income","Europe & Central Asia","France",2004,"FDIusdr",-117.9
"High income","Europe & Central Asia","France",2004,"HDIr",109.23
"High income","Europe & Central Asia","France",2004,"LEIr",105.73
"High income","Europe & Central Asia","France",2004,"IncIr",103.73
"High income","Europe & Central Asia","France",2004,"EduIr",118.86
"High income","Europe & Central Asia","France",2004,"EPIr",104.59
"High income","Europe & Central Asia","France",2004,"EFIr",94.57
"High income","Europe & Central Asia","France",2004,"ESGcompr",103.61
"High income","Europe & Central Asia","France",2005,"Urbanr",104.05
"High income","Europe & Central Asia","France",2005,"AgingPopr",117.86
"High income","Europe & Central Asia","France",2005,"FemLabr",107.62
"High income","Europe & Central Asia","France",2005,"Unemployr",93.41
"High income","Europe & Central Asia","France",2005,"GDPgr",56.88
"High income","Europe & Central Asia","France",2005,"GDPpcapr",159.5
"High income","Europe & Central Asia","France",2005,"FDIGDPr",373.22
"High income","Europe & Central Asia","France",2005,"FDIusdr",-155.55
"High income","Europe & Central Asia","France",2005,"HDIr",110.26
"High income","Europe & Central Asia","France",2005,"LEIr",106.3
"High income","Europe & Central Asia","France",2005,"IncIr",103.96
"High income","Europe & Central Asia","France",2005,"EduIr",121.87
"High income","Europe & Central Asia","France",2005,"EPIr",105.55
"High income","Europe & Central Asia","France",2005,"EFIr",93.94
"High income","Europe & Central Asia","France",2005,"ESGcompr",104.21
"High income","Europe & Central Asia","France",2006,"Urbanr",104.45
"High income","Europe & Central Asia","France",2006,"AgingPopr",117.86
"High income","Europe & Central Asia","France",2006,"FemLabr",107.85
"High income","Europe & Central Asia","France",2006,"Unemployr",92.31
"High income","Europe & Central Asia","France",2006,"GDPgr",83.77
"High income","Europe & Central Asia","France",2006,"GDPpcapr",167.22
"High income","Europe & Central Asia","France",2006,"FDIGDPr",327.84
"High income","Europe & Central Asia","France",2006,"FDIusdr",-237.9
"High income","Europe & Central Asia","France",2006,"HDIr",110.9
"High income","Europe & Central Asia","France",2006,"LEIr",106.76
"High income","Europe & Central Asia","France",2006,"IncIr",104.31
"High income","Europe & Central Asia","France",2006,"EduIr",122.66
"High income","Europe & Central Asia","France",2006,"EPIr",105.93
"High income","Europe & Central Asia","France",2006,"EFIr",94.88
"High income","Europe & Central Asia","France",2006,"ESGcompr",104.79
"High income","Europe & Central Asia","France",2007,"Urbanr",104.72
"High income","Europe & Central Asia","France",2007,"AgingPopr",117.86
"High income","Europe & Central Asia","France",2007,"FemLabr",108.55
"High income","Europe & Central Asia","France",2007,"Unemployr",84.62
"High income","Europe & Central Asia","France",2007,"GDPgr",82.93
"High income","Europe & Central Asia","France",2007,"GDPpcapr",190.46
"High income","Europe & Central Asia","France",2007,"FDIGDPr",303.53
"High income","Europe & Central Asia","France",2007,"FDIusdr",-223.89
"High income","Europe & Central Asia","France",2007,"HDIr",111.15
"High income","Europe & Central Asia","France",2007,"LEIr",107.22
"High income","Europe & Central Asia","France",2007,"IncIr",104.66
"High income","Europe & Central Asia","France",2007,"EduIr",122.82
"High income","Europe & Central Asia","France",2007,"EPIr",106.87
"High income","Europe & Central Asia","France",2007,"EFIr",96.43
"High income","Europe & Central Asia","France",2007,"ESGcompr",105.63
"High income","Europe & Central Asia","France",2008,"Urbanr",105.13
"High income","Europe & Central Asia","France",2008,"AgingPopr",117.86
"High income","Europe & Central Asia","France",2008,"FemLabr",108.78
"High income","Europe & Central Asia","France",2008,"Unemployr",78.02
"High income","Europe & Central Asia","France",2008,"GDPgr",8.72
"High income","Europe & Central Asia","France",2008,"GDPpcapr",208.01
"High income","Europe & Central Asia","France",2008,"FDIGDPr",224.31
"High income","Europe & Central Asia","France",2008,"FDIusdr",-314.24
"High income","Europe & Central Asia","France",2008,"HDIr",111.41
"High income","Europe & Central Asia","France",2008,"LEIr",107.67
"High income","Europe & Central Asia","France",2008,"IncIr",104.66
"High income","Europe & Central Asia","France",2008,"EduIr",122.98
"High income","Europe & Central Asia","France",2008,"EPIr",107.78
"High income","Europe & Central Asia","France",2008,"EFIr",100.47
"High income","Europe & Central Asia","France",2008,"ESGcompr",107.08
"High income","Europe & Central Asia","France",2009,"Urbanr",105.4
"High income","Europe & Central Asia","France",2009,"AgingPopr",118.57
"High income","Europe & Central Asia","France",2009,"FemLabr",109.01
"High income","Europe & Central Asia","France",2009,"Unemployr",95.6
"High income","Europe & Central Asia","France",2009,"GDPgr",-198.27
"High income","Europe & Central Asia","France",2009,"GDPpcapr",190.77
"High income","Europe & Central Asia","France",2009,"FDIGDPr",65.93
"High income","Europe & Central Asia","France",2009,"FDIusdr",-324.84
"High income","Europe & Central Asia","France",2009,"HDIr",111.41
"High income","Europe & Central Asia","France",2009,"LEIr",108.02
"High income","Europe & Central Asia","France",2009,"IncIr",104.07
"High income","Europe & Central Asia","France",2009,"EduIr",123.3
"High income","Europe & Central Asia","France",2009,"EPIr",108.92
"High income","Europe & Central Asia","France",2009,"EFIr",98.29
"High income","Europe & Central Asia","France",2009,"ESGcompr",106.82
"High income","Europe & Central Asia","France",2010,"Urbanr",105.8
"High income","Europe & Central Asia","France",2010,"AgingPopr",120.71
"High income","Europe & Central Asia","France",2010,"FemLabr",109.24
"High income","Europe & Central Asia","France",2010,"Unemployr",97.8
"High income","Europe & Central Asia","France",2010,"GDPgr",66.67
"High income","Europe & Central Asia","France",2010,"GDPpcapr",186.47
"High income","Europe & Central Asia","France",2010,"FDIGDPr",141.68
"High income","Europe & Central Asia","France",2010,"FDIusdr",-155.6
"High income","Europe & Central Asia","France",2010,"HDIr",111.79
"High income","Europe & Central Asia","France",2010,"LEIr",108.36
"High income","Europe & Central Asia","France",2010,"IncIr",104.31
"High income","Europe & Central Asia","France",2010,"EduIr",124.09
"High income","Europe & Central Asia","France",2010,"EPIr",110.08
"High income","Europe & Central Asia","France",2010,"EFIr",99.69
"High income","Europe & Central Asia","France",2010,"ESGcompr",107.73
"High income","Europe & Central Asia","France",2011,"Urbanr",106.07
"High income","Europe & Central Asia","France",2011,"AgingPopr",122.14
"High income","Europe & Central Asia","France",2011,"FemLabr",109.47
"High income","Europe & Central Asia","France",2011,"Unemployr",96.7
"High income","Europe & Central Asia","France",2011,"GDPgr",74.99
"High income","Europe & Central Asia","France",2011,"GDPpcapr",200.93
"High income","Europe & Central Asia","France",2011,"FDIGDPr",148.73
"High income","Europe & Central Asia","France",2011,"FDIusdr",-93.7
"High income","Europe & Central Asia","France",2011,"HDIr",112.31
"High income","Europe & Central Asia","France",2011,"LEIr",108.71
"High income","Europe & Central Asia","France",2011,"IncIr",104.66
"High income","Europe & Central Asia","France",2011,"EduIr",124.72
"High income","Europe & Central Asia","France",2011,"EPIr",111.98
"High income","Europe & Central Asia","France",2011,"EFIr",100.31
"High income","Europe & Central Asia","France",2011,"ESGcompr",108.63
"High income","Europe & Central Asia","France",2012,"Urbanr",106.48
"High income","Europe & Central Asia","France",2012,"AgingPopr",125
"High income","Europe & Central Asia","France",2012,"FemLabr",109.47
"High income","Europe & Central Asia","France",2012,"Unemployr",103.3
"High income","Europe & Central Asia","France",2012,"GDPgr",10.71
"High income","Europe & Central Asia","France",2012,"GDPpcapr",187.55
"High income","Europe & Central Asia","France",2012,"FDIGDPr",118.18
"High income","Europe & Central Asia","France",2012,"FDIusdr",-88.12
"High income","Europe & Central Asia","France",2012,"HDIr",112.56
"High income","Europe & Central Asia","France",2012,"LEIr",109.05
"High income","Europe & Central Asia","France",2012,"IncIr",104.54
"High income","Europe & Central Asia","France",2012,"EduIr",125.52
"High income","Europe & Central Asia","France",2012,"EPIr",113.61
"High income","Europe & Central Asia","France",2012,"EFIr",98.14
"High income","Europe & Central Asia","France",2012,"ESGcompr",108.66
"High income","Europe & Central Asia","France",2013,"Urbanr",106.75
"High income","Europe & Central Asia","France",2013,"AgingPopr",128.57
"High income","Europe & Central Asia","France",2013,"FemLabr",109.93
"High income","Europe & Central Asia","France",2013,"Unemployr",108.79
"High income","Europe & Central Asia","France",2013,"GDPgr",19.71
"High income","Europe & Central Asia","France",2013,"GDPpcapr",195.44
"High income","Europe & Central Asia","France",2013,"FDIGDPr",108.18
"High income","Europe & Central Asia","France",2013,"FDIusdr",164.57
"High income","Europe & Central Asia","France",2013,"HDIr",113.08
"High income","Europe & Central Asia","France",2013,"LEIr",109.28
"High income","Europe & Central Asia","France",2013,"IncIr",104.54
"High income","Europe & Central Asia","France",2013,"EduIr",126.94
"High income","Europe & Central Asia","France",2013,"EPIr",114.45
"High income","Europe & Central Asia","France",2013,"EFIr",99.53
"High income","Europe & Central Asia","France",2013,"ESGcompr",109.48
"High income","Europe & Central Asia","France",2014,"Urbanr",107.15
"High income","Europe & Central Asia","France",2014,"AgingPopr",131.43
"High income","Europe & Central Asia","France",2014,"FemLabr",110.16
"High income","Europe & Central Asia","France",2014,"Unemployr",113.19
"High income","Europe & Central Asia","France",2014,"GDPgr",32.7
"High income","Europe & Central Asia","France",2014,"GDPpcapr",197.36
"High income","Europe & Central Asia","France",2014,"FDIGDPr",19.59
"High income","Europe & Central Asia","France",2014,"FDIusdr",-218.52
"High income","Europe & Central Asia","France",2014,"HDIr",113.72
"High income","Europe & Central Asia","France",2014,"LEIr",109.51
"High income","Europe & Central Asia","France",2014,"IncIr",104.66
"High income","Europe & Central Asia","France",2014,"EduIr",128.53
"High income","Europe & Central Asia","France",2014,"EPIr",116.01
"High income","Europe & Central Asia","France",2014,"EFIr",98.6
"High income","Europe & Central Asia","France",2014,"ESGcompr",109.93
"High income","Europe & Central Asia","France",2015,"Urbanr",107.56
"High income","Europe & Central Asia","France",2015,"AgingPopr",135
"High income","Europe & Central Asia","France",2015,"FemLabr",110.16
"High income","Europe & Central Asia","France",2015,"Unemployr",114.29
"High income","Europe & Central Asia","France",2015,"GDPgr",38.06
"High income","Europe & Central Asia","France",2015,"GDPpcapr",168.11
"High income","Europe & Central Asia","France",2015,"FDIGDPr",169.09
"High income","Europe & Central Asia","France",2015,"FDIusdr",-38.84
"High income","Europe & Central Asia","France",2015,"HDIr",113.85
"High income","Europe & Central Asia","France",2015,"LEIr",109.62
"High income","Europe & Central Asia","France",2015,"IncIr",104.77
"High income","Europe & Central Asia","France",2015,"EduIr",128.68
"High income","Europe & Central Asia","France",2015,"EPIr",117.19
"High income","Europe & Central Asia","France",2015,"EFIr",97.05
"High income","Europe & Central Asia","France",2015,"ESGcompr",109.91
"High income","Europe & Central Asia","France",2016,"Urbanr",107.83
"High income","Europe & Central Asia","France",2016,"AgingPopr",137.86
"High income","Europe & Central Asia","France",2016,"FemLabr",110.39
"High income","Europe & Central Asia","France",2016,"Unemployr",110.99
"High income","Europe & Central Asia","France",2016,"GDPgr",37.47
"High income","Europe & Central Asia","France",2016,"GDPpcapr",169.94
"High income","Europe & Central Asia","France",2016,"FDIGDPr",127.79
"High income","Europe & Central Asia","France",2016,"FDIusdr",-193.35
"High income","Europe & Central Asia","France",2016,"HDIr",113.72
"High income","Europe & Central Asia","France",2016,"LEIr",109.85
"High income","Europe & Central Asia","France",2016,"IncIr",104.89
"High income","Europe & Central Asia","France",2016,"EduIr",128.21
"High income","Europe & Central Asia","France",2016,"EPIr",117.93
"High income","Europe & Central Asia","France",2016,"EFIr",96.74
"High income","Europe & Central Asia","France",2016,"ESGcompr",110.04
"High income","Europe & Central Asia","France",2017,"Urbanr",108.23
"High income","Europe & Central Asia","France",2017,"AgingPopr",140.71
"High income","Europe & Central Asia","France",2017,"FemLabr",110.39
"High income","Europe & Central Asia","France",2017,"Unemployr",103.3
"High income","Europe & Central Asia","France",2017,"GDPgr",78.37
"High income","Europe & Central Asia","France",2017,"GDPpcapr",178.09
"High income","Europe & Central Asia","France",2017,"FDIGDPr",133.06
"High income","Europe & Central Asia","France",2017,"FDIusdr",-58.7
"High income","Europe & Central Asia","France",2017,"HDIr",114.1
"High income","Europe & Central Asia","France",2017,"LEIr",110.08
"High income","Europe & Central Asia","France",2017,"IncIr",105.36
"High income","Europe & Central Asia","France",2017,"EduIr",128.53
"High income","Europe & Central Asia","France",2017,"EPIr",117.62
"High income","Europe & Central Asia","France",2017,"EFIr",98.29
"High income","Europe & Central Asia","France",2017,"ESGcompr",110.52
"High income","Europe & Central Asia","France",2018,"Urbanr",108.5
"High income","Europe & Central Asia","France",2018,"AgingPopr",142.86
"High income","Europe & Central Asia","France",2018,"FemLabr",110.85
"High income","Europe & Central Asia","France",2018,"Unemployr",100
"High income","Europe & Central Asia","France",2018,"GDPgr",61.32
"High income","Europe & Central Asia","France",2018,"GDPpcapr",191.02
"High income","Europe & Central Asia","France",2018,"FDIGDPr",247.25
"High income","Europe & Central Asia","France",2018,"FDIusdr",-318.16
"High income","Europe & Central Asia","France",2018,"HDIr",114.23
"High income","Europe & Central Asia","France",2018,"LEIr",110.19
"High income","Europe & Central Asia","France",2018,"IncIr",105.59
"High income","Europe & Central Asia","France",2018,"EduIr",128.53
"High income","Europe & Central Asia","France",2018,"EPIr",117.75
"High income","Europe & Central Asia","France",2018,"EFIr",99.22
"High income","Europe & Central Asia","France",2018,"ESGcompr",110.86
"High income","Europe & Central Asia","France",2019,"Urbanr",108.91
"High income","Europe & Central Asia","France",2019,"AgingPopr",145.71
"High income","Europe & Central Asia","France",2019,"FemLabr",110.85
"High income","Europe & Central Asia","France",2019,"Unemployr",92.31
"High income","Europe & Central Asia","France",2019,"GDPgr",51.59
"High income","Europe & Central Asia","France",2019,"GDPpcapr",185.8
"High income","Europe & Central Asia","France",2019,"FDIGDPr",180.94
"High income","Europe & Central Asia","France",2019,"FDIusdr",-21.64
"High income","Europe & Central Asia","France",2019,"HDIr",NA
"High income","Europe & Central Asia","France",2019,"LEIr",NA
"High income","Europe & Central Asia","France",2019,"IncIr",NA
"High income","Europe & Central Asia","France",2019,"EduIr",NA
"High income","Europe & Central Asia","France",2019,"EPIr",118
"High income","Europe & Central Asia","France",2019,"EFIr",99.07
"High income","Europe & Central Asia","France",2019,"ESGcompr",NA
"High income","Europe & Central Asia","Germany",1990,"Urbanr",100
"High income","Europe & Central Asia","Germany",1990,"AgingPopr",100
"High income","Europe & Central Asia","Germany",1990,"FemLabr",100
"High income","Europe & Central Asia","Germany",1990,"Unemployr",100
"High income","Europe & Central Asia","Germany",1990,"GDPgr",100
"High income","Europe & Central Asia","Germany",1990,"GDPpcapr",100
"High income","Europe & Central Asia","Germany",1990,"FDIGDPr",100
"High income","Europe & Central Asia","Germany",1990,"FDIusdr",100
"High income","Europe & Central Asia","Germany",1990,"HDIr",100
"High income","Europe & Central Asia","Germany",1990,"LEIr",100
"High income","Europe & Central Asia","Germany",1990,"IncIr",100
"High income","Europe & Central Asia","Germany",1990,"EduIr",100
"High income","Europe & Central Asia","Germany",1990,"EPIr",100
"High income","Europe & Central Asia","Germany",1990,"EFIr",100
"High income","Europe & Central Asia","Germany",1990,"ESGcompr",100
"High income","Europe & Central Asia","Germany",1991,"Urbanr",100.27
"High income","Europe & Central Asia","Germany",1991,"AgingPopr",101.34
"High income","Europe & Central Asia","Germany",1991,"FemLabr",103.45
"High income","Europe & Central Asia","Germany",1991,"Unemployr",100
"High income","Europe & Central Asia","Germany",1991,"GDPgr",97.21
"High income","Europe & Central Asia","Germany",1991,"GDPpcapr",104.72
"High income","Europe & Central Asia","Germany",1991,"FDIGDPr",175.8
"High income","Europe & Central Asia","Germany",1991,"FDIusdr",-86.38
"High income","Europe & Central Asia","Germany",1991,"HDIr",101
"High income","Europe & Central Asia","Germany",1991,"LEIr",100.35
"High income","Europe & Central Asia","Germany",1991,"IncIr",100.69
"High income","Europe & Central Asia","Germany",1991,"EduIr",101.88
"High income","Europe & Central Asia","Germany",1991,"EPIr",100
"High income","Europe & Central Asia","Germany",1991,"EFIr",100
"High income","Europe & Central Asia","Germany",1991,"ESGcompr",100.38
"High income","Europe & Central Asia","Germany",1992,"Urbanr",100.41
"High income","Europe & Central Asia","Germany",1992,"AgingPopr",102.01
"High income","Europe & Central Asia","Germany",1992,"FemLabr",104.19
"High income","Europe & Central Asia","Germany",1992,"Unemployr",118.87
"High income","Europe & Central Asia","Germany",1992,"GDPgr",36.69
"High income","Europe & Central Asia","Germany",1992,"GDPpcapr",118.54
"High income","Europe & Central Asia","Germany",1992,"FDIGDPr",-169.5
"High income","Europe & Central Asia","Germany",1992,"FDIusdr",-98.84
"High income","Europe & Central Asia","Germany",1992,"HDIr",101.62
"High income","Europe & Central Asia","Germany",1992,"LEIr",100.7
"High income","Europe & Central Asia","Germany",1992,"IncIr",100.8
"High income","Europe & Central Asia","Germany",1992,"EduIr",103.32
"High income","Europe & Central Asia","Germany",1992,"EPIr",100
"High income","Europe & Central Asia","Germany",1992,"EFIr",100
"High income","Europe & Central Asia","Germany",1992,"ESGcompr",100.63
"High income","Europe & Central Asia","Germany",1993,"Urbanr",100.55
"High income","Europe & Central Asia","Germany",1993,"AgingPopr",102.68
"High income","Europe & Central Asia","Germany",1993,"FemLabr",104.19
"High income","Europe & Central Asia","Germany",1993,"Unemployr",145.28
"High income","Europe & Central Asia","Germany",1993,"GDPgr",-118.64
"High income","Europe & Central Asia","Germany",1993,"GDPpcapr",114.43
"High income","Europe & Central Asia","Germany",1993,"FDIGDPr",16.05
"High income","Europe & Central Asia","Germany",1993,"FDIusdr",-79.89
"High income","Europe & Central Asia","Germany",1993,"HDIr",102.87
"High income","Europe & Central Asia","Germany",1993,"LEIr",101.17
"High income","Europe & Central Asia","Germany",1993,"IncIr",100.57
"High income","Europe & Central Asia","Germany",1993,"EduIr",106.94
"High income","Europe & Central Asia","Germany",1993,"EPIr",100
"High income","Europe & Central Asia","Germany",1993,"EFIr",100
"High income","Europe & Central Asia","Germany",1993,"ESGcompr",101.1
"High income","Europe & Central Asia","Germany",1994,"Urbanr",100.82
"High income","Europe & Central Asia","Germany",1994,"AgingPopr",103.36
"High income","Europe & Central Asia","Germany",1994,"FemLabr",104.93
"High income","Europe & Central Asia","Germany",1994,"Unemployr",164.15
"High income","Europe & Central Asia","Germany",1994,"GDPgr",45.63
"High income","Europe & Central Asia","Germany",1994,"GDPpcapr",121.4
"High income","Europe & Central Asia","Germany",1994,"FDIGDPr",236.23
"High income","Europe & Central Asia","Germany",1994,"FDIusdr",-57.44
"High income","Europe & Central Asia","Germany",1994,"HDIr",103.5
"High income","Europe & Central Asia","Germany",1994,"LEIr",101.52
"High income","Europe & Central Asia","Germany",1994,"IncIr",100.8
"High income","Europe & Central Asia","Germany",1994,"EduIr",108.38
"High income","Europe & Central Asia","Germany",1994,"EPIr",100
"High income","Europe & Central Asia","Germany",1994,"EFIr",100
"High income","Europe & Central Asia","Germany",1994,"ESGcompr",101.36
"High income","Europe & Central Asia","Germany",1995,"Urbanr",101.09
"High income","Europe & Central Asia","Germany",1995,"AgingPopr",104.03
"High income","Europe & Central Asia","Germany",1995,"FemLabr",105.42
"High income","Europe & Central Asia","Germany",1995,"Unemployr",154.72
"High income","Europe & Central Asia","Germany",1995,"GDPgr",29.21
"High income","Europe & Central Asia","Germany",1995,"GDPpcapr",141.94
"High income","Europe & Central Asia","Germany",1995,"FDIGDPr",322.69
"High income","Europe & Central Asia","Germany",1995,"FDIusdr",-129.32
"High income","Europe & Central Asia","Germany",1995,"HDIr",104.12
"High income","Europe & Central Asia","Germany",1995,"LEIr",101.99
"High income","Europe & Central Asia","Germany",1995,"IncIr",101.03
"High income","Europe & Central Asia","Germany",1995,"EduIr",109.68
"High income","Europe & Central Asia","Germany",1995,"EPIr",100
"High income","Europe & Central Asia","Germany",1995,"EFIr",100
"High income","Europe & Central Asia","Germany",1995,"ESGcompr",101.62
"High income","Europe & Central Asia","Germany",1996,"Urbanr",101.37
"High income","Europe & Central Asia","Germany",1996,"AgingPopr",105.37
"High income","Europe & Central Asia","Germany",1996,"FemLabr",105.67
"High income","Europe & Central Asia","Germany",1996,"Unemployr",166.04
"High income","Europe & Central Asia","Germany",1996,"GDPgr",15.62
"High income","Europe & Central Asia","Germany",1996,"GDPpcapr",136.68
"High income","Europe & Central Asia","Germany",1996,"FDIGDPr",432.65
"High income","Europe & Central Asia","Germany",1996,"FDIusdr",-209.39
"High income","Europe & Central Asia","Germany",1996,"HDIr",104.74
"High income","Europe & Central Asia","Germany",1996,"LEIr",102.46
"High income","Europe & Central Asia","Germany",1996,"IncIr",101.15
"High income","Europe & Central Asia","Germany",1996,"EduIr",110.84
"High income","Europe & Central Asia","Germany",1996,"EPIr",100.96
"High income","Europe & Central Asia","Germany",1996,"EFIr",99
"High income","Europe & Central Asia","Germany",1996,"ESGcompr",101.86
"High income","Europe & Central Asia","Germany",1997,"Urbanr",101.64
"High income","Europe & Central Asia","Germany",1997,"AgingPopr",106.04
"High income","Europe & Central Asia","Germany",1997,"FemLabr",106.16
"High income","Europe & Central Asia","Germany",1997,"Unemployr",186.79
"High income","Europe & Central Asia","Germany",1997,"GDPgr",33.94
"High income","Europe & Central Asia","Germany",1997,"GDPpcapr",120.89
"High income","Europe & Central Asia","Germany",1997,"FDIGDPr",583.89
"High income","Europe & Central Asia","Germany",1997,"FDIusdr",-143.81
"High income","Europe & Central Asia","Germany",1997,"HDIr",105.37
"High income","Europe & Central Asia","Germany",1997,"LEIr",102.93
"High income","Europe & Central Asia","Germany",1997,"IncIr",101.38
"High income","Europe & Central Asia","Germany",1997,"EduIr",111.99
"High income","Europe & Central Asia","Germany",1997,"EPIr",101.03
"High income","Europe & Central Asia","Germany",1997,"EFIr",96.7
"High income","Europe & Central Asia","Germany",1997,"ESGcompr",101.5
"High income","Europe & Central Asia","Germany",1998,"Urbanr",102.05
"High income","Europe & Central Asia","Germany",1998,"AgingPopr",107.38
"High income","Europe & Central Asia","Germany",1998,"FemLabr",106.65
"High income","Europe & Central Asia","Germany",1998,"Unemployr",184.91
"High income","Europe & Central Asia","Germany",1998,"GDPgr",38.42
"High income","Europe & Central Asia","Germany",1998,"GDPpcapr",122.35
"High income","Europe & Central Asia","Germany",1998,"FDIGDPr",913.82
"High income","Europe & Central Asia","Germany",1998,"FDIusdr",-314.14
"High income","Europe & Central Asia","Germany",1998,"HDIr",106.49
"High income","Europe & Central Asia","Germany",1998,"LEIr",103.51
"High income","Europe & Central Asia","Germany",1998,"IncIr",101.61
"High income","Europe & Central Asia","Germany",1998,"EduIr",114.74
"High income","Europe & Central Asia","Germany",1998,"EPIr",100.99
"High income","Europe & Central Asia","Germany",1998,"EFIr",92.12
"High income","Europe & Central Asia","Germany",1998,"ESGcompr",100.69
"High income","Europe & Central Asia","Germany",1999,"Urbanr",102.33
"High income","Europe & Central Asia","Germany",1999,"AgingPopr",108.72
"High income","Europe & Central Asia","Germany",1999,"FemLabr",107.39
"High income","Europe & Central Asia","Germany",1999,"Unemployr",167.92
"High income","Europe & Central Asia","Germany",1999,"GDPgr",36
"High income","Europe & Central Asia","Germany",1999,"GDPpcapr",119.83
"High income","Europe & Central Asia","Germany",1999,"FDIGDPr",2717.09
"High income","Europe & Central Asia","Germany",1999,"FDIusdr",-248.43
"High income","Europe & Central Asia","Germany",1999,"HDIr",107.49
"High income","Europe & Central Asia","Germany",1999,"LEIr",103.98
"High income","Europe & Central Asia","Germany",1999,"IncIr",101.95
"High income","Europe & Central Asia","Germany",1999,"EduIr",117.05
"High income","Europe & Central Asia","Germany",1999,"EPIr",100.96
"High income","Europe & Central Asia","Germany",1999,"EFIr",93.98
"High income","Europe & Central Asia","Germany",1999,"ESGcompr",101.59
"High income","Europe & Central Asia","Germany",2000,"Urbanr",102.6
"High income","Europe & Central Asia","Germany",2000,"AgingPopr",110.74
"High income","Europe & Central Asia","Germany",2000,"FemLabr",107.64
"High income","Europe & Central Asia","Germany",2000,"Unemployr",149.06
"High income","Europe & Central Asia","Germany",2000,"GDPgr",55.09
"High income","Europe & Central Asia","Germany",2000,"GDPpcapr",105.97
"High income","Europe & Central Asia","Germany",2000,"FDIGDPr",8844.27
"High income","Europe & Central Asia","Germany",2000,"FDIusdr",797.55
"High income","Europe & Central Asia","Germany",2000,"HDIr",108.49
"High income","Europe & Central Asia","Germany",2000,"LEIr",104.45
"High income","Europe & Central Asia","Germany",2000,"IncIr",102.41
"High income","Europe & Central Asia","Germany",2000,"EduIr",119.22
"High income","Europe & Central Asia","Germany",2000,"EPIr",99.48
"High income","Europe & Central Asia","Germany",2000,"EFIr",94.13
"High income","Europe & Central Asia","Germany",2000,"ESGcompr",101.58
"High income","Europe & Central Asia","Germany",2001,"Urbanr",102.87
"High income","Europe & Central Asia","Germany",2001,"AgingPopr",113.42
"High income","Europe & Central Asia","Germany",2001,"FemLabr",108.37
"High income","Europe & Central Asia","Germany",2001,"Unemployr",147.17
"High income","Europe & Central Asia","Germany",2001,"GDPgr",32.31
"High income","Europe & Central Asia","Germany",2001,"GDPpcapr",105.85
"High income","Europe & Central Asia","Germany",2001,"FDIGDPr",2029.86
"High income","Europe & Central Asia","Germany",2001,"FDIusdr",-61.89
"High income","Europe & Central Asia","Germany",2001,"HDIr",109.36
"High income","Europe & Central Asia","Germany",2001,"LEIr",104.92
"High income","Europe & Central Asia","Germany",2001,"IncIr",102.64
"High income","Europe & Central Asia","Germany",2001,"EduIr",121.39
"High income","Europe & Central Asia","Germany",2001,"EPIr",98.69
"High income","Europe & Central Asia","Germany",2001,"EFIr",99.57
"High income","Europe & Central Asia","Germany",2001,"ESGcompr",103.19
"High income","Europe & Central Asia","Germany",2002,"Urbanr",103.15
"High income","Europe & Central Asia","Germany",2002,"AgingPopr",116.78
"High income","Europe & Central Asia","Germany",2002,"FemLabr",109.11
"High income","Europe & Central Asia","Germany",2002,"Unemployr",160.38
"High income","Europe & Central Asia","Germany",2002,"GDPgr",-103.78
"High income","Europe & Central Asia","Germany",2002,"GDPpcapr",112.44
"High income","Europe & Central Asia","Germany",2002,"FDIGDPr",1717.39
"High income","Europe & Central Asia","Germany",2002,"FDIusdr",258.6
"High income","Europe & Central Asia","Germany",2002,"HDIr",110.24
"High income","Europe & Central Asia","Germany",2002,"LEIr",105.39
"High income","Europe & Central Asia","Germany",2002,"IncIr",102.64
"High income","Europe & Central Asia","Germany",2002,"EduIr",123.7
"High income","Europe & Central Asia","Germany",2002,"EPIr",98.68
"High income","Europe & Central Asia","Germany",2002,"EFIr",100.86
"High income","Europe & Central Asia","Germany",2002,"ESGcompr",103.89
"High income","Europe & Central Asia","Germany",2003,"Urbanr",103.42
